Average wind speed (m/s);Average power (kW);Input turbulence intensity (%);Input alpha
11.1788;4185.56;40.64;-0.46
13.3349;4892.61;23.64;0.36
18.4163;4985.3;15.99;-0.23
21.4438;4974.9;26.24;0.19
8.21158;1981.52;15.44;0.48
4.56849;340.229;11.17;-0.16
16.2649;4983.87;13.8;-0.21
7.63426;1526.41;10.06;0.26
14.8046;4982.28;12.96;0.12
23.921;4860.21;38.16;-0.33
14.0555;4257.16;43.61;0.49
11.5432;4779.94;11.85;0.12
13.267;4757.65;26.11;0.05
22.4265;4974.06;27.64;0.41
5.49266;561.423;6.73;0.21
13.6803;4981.08;6.55;0.07
8.94468;2623.62;33.35;0.42
19.8339;4867.07;39.87;-0.02
15.8389;4946.79;29.18;-0.46
22.7092;4958.67;29;-0.2
16.4043;4927.63;38.5;0.04
22.1212;4986.53;9.43;0.22
9.15386;2786.34;28.91;0.26
18.9543;4898.31;39.38;-0.09
4.42087;302.442;19.6;-0.07
22.152;4927.72;36.86;-0.28
20.2768;4984;22.83;0.02
20.5536;4986.06;15;0.09
6.01638;753.479;8.41;0.11
9.26729;3117.13;36.96;-0.06
19.7551;4986.35;12.45;-0.32
5.82781;830.692;33.99;0.32
3.97969;241.311;35.99;0.33
5.17406;571.957;39.41;0.46
8.60809;2567.64;36.87;0.28
13.4187;4818.22;19.8;0.06
5.70249;651.822;7.13;-0.06
20.6325;4936.71;34.26;0.44
19.7012;4949.01;36.8;-0.33
10.1299;3421.22;37.93;0.15
7.28017;1332.59;7.82;0.31
9.48915;3562.86;28.34;-0.44
14.3439;4966.29;21.88;0.15
14.7864;4957.42;16.56;0.04
16.9792;4985.96;6.11;-0.15
9.40957;3049.38;26.82;0.15
9.97513;3515.31;18.07;0.02
20.9765;4947.14;27.34;0.47
7.54241;1728.52;34.33;-0.03
20.2666;4986.83;10.91;0.25
11.125;4528.63;17.77;-0.16
7.75844;1686.46;18.53;0.3
6.11091;952.627;31.88;-0.08
11.7205;4249.43;32.95;-0.01
5.64785;767.037;40.41;0
24.0441;4987.03;6.38;0.28
21.8627;4980.24;25;-0.23
10.0495;3810.17;10.63;-0.22
10.0342;3462.1;10.36;0.41
22.499;4900.92;34.12;0.21
5.72716;682.919;18.46;0.25
9.94667;4161.92;15.45;-0.47
4.70924;387.523;28.92;0.3
20.9945;4982.71;22;-0.46
16.8023;4985.05;9.98;0.08
24.7725;4872.74;37.61;0.22
6.40137;979.24;19.34;0.33
13.9577;4983.36;9.65;0.32
4.968;441.755;15.45;0.46
23.9539;4986.68;9.51;-0.31
18.8546;4986.29;16.24;-0.09
14.9609;4551.95;37.26;0.36
20.2141;4930.7;40.73;-0.48
10.2348;4106.91;38.84;-0.48
12.4786;4954.6;15.81;-0.29
10.3735;3860.71;40.03;-0.2
16.1566;4985.41;7.69;-0.07
10.624;3981.6;33.81;-0.07
20.9786;4930.91;33.98;0.28
9.12864;2977.18;22.72;-0.06
7.73474;1990.11;40.77;-0.3
14.316;4679.64;28.51;0.32
22.3427;4968.87;27.56;0.13
12.5844;4399.09;42.95;-0.11
4.02375;211.063;17.47;0.29
25.3757;4904.45;36.38;0.12
13.1173;4566.64;31.4;0.16
20.1787;4819.61;41.59;-0.06
18.8717;4931.48;31.06;0.31
21.8204;4987;7.41;-0.44
6.58339;1169.22;11.63;-0.37
21.9348;4982.59;20.24;-0.46
17.8159;4987.21;21.5;-0.2
4.43486;365.422;33.44;0.43
24.9212;4986.34;8.56;-0.45
6.40613;1035.6;15.65;-0.28
11.0225;3921.84;31.02;0.22
3.55289;123.48;14.17;0.32
12.2083;4955.51;12.98;-0.29
8.68647;2273.98;13.79;0.3
24.168;4986.86;12.52;0.16
10.1501;3880.75;15.56;-0.19
23.549;4980.42;21.68;0.13
13.6785;4983.57;9.55;0.06
11.5185;4751.69;9.21;0.17
21.2121;4851.19;37.66;-0.02
20.711;4986.25;9.67;0.3
17.4692;4961.61;26.05;-0.18
23.3782;4980.77;21.18;-0.07
22.4761;4986.87;5.01;-0.3
18.8285;4841.56;38.65;0.43
17.7609;4985.94;7.89;-0.46
9.62264;3504.64;6.53;-0.33
6.84937;1215.62;28.99;0.33
3.39164;181.82;43.11;-0.33
13.0192;4983.76;10.17;-0.47
17.5656;4952.99;34.37;0.18
9.32627;3063.34;28.2;-0.13
11.8723;4078.89;42.44;0.26
9.72643;3446.86;35.61;-0.13
9.81786;3326.24;39.2;0.07
9.62548;3242.48;20.26;0.13
6.13105;804.217;13.69;0.31
5.02304;418.679;5.62;0.11
16.2914;4804.75;38.68;-0.06
12.2649;4942.74;11.53;0.26
14.1646;4979.87;22.16;-0.32
18.2015;4986.2;9.13;-0.31
24.3531;4755.35;42.22;0.18
5.93579;841.264;26.48;-0.24
9.24456;2738.75;7.8;0.04
13.4543;4983.41;8.06;0.29
4.76598;378.045;17.09;0.02
4.12113;293.993;19.91;-0.46
23.3618;4974.41;25.71;-0.27
11.3856;3943.48;41.18;0.4
16.4612;4835.05;42.05;-0.28
19.3608;4958.26;26.91;0.45
7.40224;1619.32;38.5;0.28
8.90441;3014.17;36.84;-0.28
17.1239;4984.44;12.57;-0.15
6.15325;865.847;10.61;-0.18
22.2263;4813.2;42.02;0.34
6.47606;1137.27;29.77;-0.21
6.98394;1459.95;37.47;-0.27
16.7312;4726;35.53;0.37
15.3179;4653.8;44.54;0.15
13.4223;4695.95;33.69;0.39
19.754;4985.59;16.84;-0.36
15.4771;4815.05;42.29;0.44
16.2633;4985.78;15.53;-0.18
19.1693;4985.98;11.15;-0.46
12.9999;4688.69;26.73;-0.1
23.5242;4949.88;35.13;-0.08
24.6522;4952.36;29.59;0.26
23.9845;4975.73;24.33;0.28
11.332;4021.09;39.59;-0.15
10.5297;3749.23;39.17;0.02
4.87286;542.013;38.68;-0.34
19.0939;4986.49;8.38;-0.34
4.55782;355.938;23.7;-0.16
6.13501;789.518;6.97;0.26
15.3592;4983.14;10.81;0.36
10.199;3482.92;31.38;0.31
16.9373;4803.91;40.99;-0.04
11.4227;4764.53;16.4;-0.28
23.5399;4941;30.51;0.07
12.594;4447.24;37.88;-0.33
19.3401;4978.24;28.89;-0.22
3.8375;230.869;15.52;-0.46
5.48272;652.228;24.26;0.48
24.5443;4914.3;35.48;-0.33
23.6568;4987.24;11.06;-0.09
11.9523;4730.6;25.17;-0.42
11.3652;4161.79;34.41;-0.1
22.2543;4981.94;19.34;-0.19
9.02457;2955.03;39.52;-0.04
18.7368;4872.94;37.68;0.21
23.421;4986.92;7.33;0.22
7.0729;1473.27;32.18;0.1
7.96497;2039.28;8.5;-0.36
9.69602;3338.64;23.99;0.04
15.4647;4660.6;42.57;-0.27
18.2996;4969.72;27.95;0.33
10.397;4184.72;15.06;-0.25
6.36395;955.283;24.19;0.33
14.6705;4967.75;18.16;0.25
17.8852;4978.16;26.5;-0.27
6.56153;1064.51;21.25;0.22
23.8595;4860.04;43.42;0.05
23.2062;4979.19;19.35;-0.37
11.9252;4715.66;34.76;-0.47
14.9823;4882.96;31.09;-0.36
18.3421;4820.48;40.97;-0.14
20.7125;4980.43;25.46;-0.24
18.942;4986.8;9.84;-0.17
13.3844;4691.3;31.82;0.24
8.73464;2364.88;21.13;0.38
11.9847;4677.76;18.39;0.08
15.8837;4875.41;32.66;0.12
22.8965;4966.48;19.45;0.43
13.9514;4951.22;15.99;0.07
22.1535;4877.38;40.86;0.17
3.04421;64.7262;16.12;0.47
24.8967;4961.07;23.49;0.25
4.29501;265.481;12.93;0.38
24.4577;4855.03;39.71;-0.02
20.4645;4667.62;43.08;-0.18
15.634;4985.17;9.43;-0.4
13.1459;4983.43;7.63;0.02
12.0105;4353.79;31.55;0.45
22.2357;4904.9;35.51;0.38
13.6216;4983.19;10.06;-0.2
15.6701;4944.28;32.13;0.19
9.98085;3412.57;35.55;0.38
12.1395;4771.17;19.93;0.29
10.8554;4596.08;14.58;-0.39
12.4768;4980.63;6.01;-0.21
16.342;4934.73;23.32;-0.44
6.95079;1295.74;25.22;-0.1
12.2943;4760.11;23.32;0.14
8.97639;2914.4;36.03;0.06
7.18513;1389.95;24.47;0.44
10.4757;4007.2;25.91;-0.22
6.24884;874.546;15.05;0.26
9.00988;2567.32;14.82;0.27
4.5717;379.656;29.93;-0.09
24.8157;4863.37;37.84;-0.27
14.6856;4985.06;13.89;-0.31
16.7972;4876.13;42.61;0.03
6.87203;1172.14;14.94;0.03
15.0515;4801.98;31.2;0.34
20.6344;4986.86;5.89;-0.33
4.47822;404.296;42.76;-0.22
20.7208;4970.19;25.81;0.29
9.0169;2626.88;8.7;-0.08
4.34373;271.16;16.24;0.08
10.2402;3877.32;8.84;-0.11
8.54231;2407.83;26.78;0
14.5262;4845.81;30.25;-0.03
7.07523;1589.02;39.59;0.01
20.6844;4975.81;19.18;0.09
9.02704;2902.01;41.08;0.26
23.2832;4978.82;18.62;-0.11
21.0613;4957.2;29.93;-0.02
4.04016;217.628;20.39;0.37
13.4137;4869.41;28.71;-0.06
11.0782;4141.98;30.82;0.46
9.62726;3086.49;11.31;0.42
13.066;4829.32;23.01;0.37
17.7207;4970.15;30.71;-0.42
18.7742;4918.3;35.45;0.3
15.9121;4796.52;29.06;0.03
11.752;4493.08;34.92;-0.31
22.2218;4934.97;33;-0.33
11.4806;4449.96;23.69;0.35
4.53903;350.94;35.32;0.37
3.74161;211.095;29.23;-0.21
6.2764;880.794;13.95;0
20.2734;4983.08;23.98;0.09
17.4741;4982.54;12.68;0.36
14.5707;4907.23;30.85;-0.36
6.94499;1364.56;13.29;-0.35
9.67051;3567.44;44.55;-0.38
16.9145;4644.21;39.77;0.47
4.47885;373.737;31.99;0.5
14.8052;4980.97;13.17;0.23
5.27518;571.365;11.07;-0.31
17.8437;4754.25;41.28;-0.05
15.2674;4960.3;18.84;0.42
17.0704;4814.13;26.4;0.27
24.2099;4974.82;22.92;0.03
5.22474;597.316;30.61;0.24
12.5345;4949.83;24.82;-0.21
9.43341;2985.59;20.26;0.14
9.65524;3310.86;14.2;-0.12
20.2763;4940.95;31.98;0.49
13.3471;4800.12;42.99;-0.49
15.7455;4767.21;36.83;0.08
15.5499;4548.17;44.88;0.38
22.9468;4952.95;26.5;0.17
13.5546;4407.27;40.03;0.06
10.3373;3636.43;38.3;0.21
5.18098;468.786;6.13;0.32
17.2827;4985.89;7.83;-0.28
3.96215;234.182;25.17;0.48
4.53539;398.7;37.87;-0.01
19.1152;4926.24;35.18;-0.18
3.40806;108.435;12.01;0.41
14.7128;4982.26;16.75;-0.09
12.9592;4650.33;44.29;-0.48
23.0533;4986.67;18.44;-0.25
7.676;1673.77;19.99;0.03
13.4375;4415.19;37.77;-0.05
5.50253;748.754;29.76;-0.4
7.96081;1907.06;22.2;0.2
24.8587;4986.99;11.52;-0.29
18.86;4986.42;9.61;0.35
5.55779;665.635;20.8;-0.01
23.6165;4952.74;28.69;-0.13
12.9314;4268.04;42.95;0.22
12.6064;4533.65;36.1;0.16
22.4705;4965.86;27.49;0.12
5.26768;527.078;21.27;0.13
12.4107;4750.96;19.76;0.15
13.9942;4674.69;43.48;0.08
7.07132;1554.34;16.04;-0.48
5.09983;586.099;30.16;-0.28
10.5828;4300.71;24.5;-0.49
24.2455;4888.8;33.54;0.2
19.0506;4974.23;34.57;-0.5
18.0044;4959.7;41.8;0.16
17.4005;4985.54;11.16;0.14
13.3855;4842.59;30.53;0.09
5.45779;605.622;23.1;0.21
23.7043;4953.61;25.34;0.01
18.1298;4982.29;27.96;-0.17
14.8764;4974.81;18.82;0.04
21.291;4982.12;20.24;-0.05
22.248;4917.57;33.05;0.35
13.1957;4945.72;19.51;0.37
17.3782;4986.36;14.2;0.46
7.94176;1882.24;17.96;0.15
20.5901;4985.8;14.97;-0.32
19.6339;4986.61;7.13;0.47
5.22337;594.297;30.35;0.16
9.9217;3355.36;30.31;0.31
9.6389;3209.47;20.24;0.17
24.6319;4986.07;11.86;0.2
23.8644;4815.73;39.36;-0.38
13.6689;4874.83;26.92;-0.34
22.2334;4973.94;24.81;-0.33
14.8772;4958.21;30.66;-0.36
16.542;4985.45;13.49;-0.35
10.8563;4209.85;12.25;0.19
23.5418;4956.04;27.78;0.26
5.36744;666.302;40.45;0.12
8.83857;2454.33;19.85;0.28
10.566;3970.66;25.82;-0.06
17.0339;4909.28;41.34;-0.19
22.8955;4947.05;30.71;-0.07
24.1989;4853.65;44.48;0.14
24.8467;4986.54;15.17;0.25
18.7793;4986.23;15.59;0.32
16.2877;4984.41;11.65;0.25
4.95553;556.295;43.24;0.18
14.3267;4734.22;43.72;-0.13
8.96449;2848.85;42.1;0.45
9.87784;3827.98;38.48;-0.47
19.2092;4943.4;33.41;0.39
23.2679;4986.22;10.7;-0.32
18.2663;4985.35;12.93;-0.27
3.25393;93.1474;20.03;0.19
16.367;4711.86;41.65;0.29
12.5446;4813.51;26.84;0.01
12.1926;3864.93;41.89;0.46
21.5679;4816.71;39.13;0.43
6.584;1139.84;38.97;0.18
14.134;4927.87;21.78;-0.15
7.13319;1420.61;17.23;-0.27
17.2354;4985.14;7.33;-0.29
21.8881;4859.76;43.19;0.06
22.1738;4949;32.17;-0.12
13.0486;4416.91;44.88;-0.33
14.9296;4897.47;34.27;-0.43
25.3781;4717.41;42.39;0.26
16.1416;4973.72;20.76;0.35
24.192;4973.88;26.78;0.49
17.1987;4985.7;8.89;0.24
12.7408;4516.46;43.8;0.09
8.02261;2001.98;28.29;0.07
10.9257;4228.9;18.71;-0.02
6.84777;1193.79;9.35;-0.19
13.6746;4735.33;37.32;0.21
17.9345;4985.24;14.03;-0.5
5.28494;769.032;33.6;-0.48
20.3538;4956.19;29.06;-0.1
6.91355;1192.43;17.41;0.41
17.8773;4903.49;41.3;-0.34
12.0006;4980.65;8.31;-0.39
19.1528;4986.07;16.43;0.32
5.1979;541.728;17.5;-0.21
14.2495;4971.55;16;-0.15
7.56386;1710.6;38.22;0.45
22.9561;4949.27;34.72;-0.24
23.1485;4914.98;36.18;-0.5
5.91436;716.45;12.07;0.2
20.8767;4984.25;20.08;0.47
23.9062;4976.43;24.28;-0.13
18.8484;4986.32;8.85;-0.47
6.16621;902.92;34.3;0.2
22.5893;4986.52;8.96;0.4
3.56425;168.35;33.34;-0.19
13.6871;4745.74;36.9;-0.32
15.4306;4984.71;10.23;-0.2
24.8346;4978.05;19.63;-0.5
15.0407;4752.34;30.44;0.36
21.7924;4980.92;25.78;-0.34
16.4135;4965.65;26;0.15
22.5126;4797.46;44.23;-0.29
11.384;4745.4;13.95;-0.27
12.6729;4497.94;33.67;0.36
19.7049;4985.86;12.2;0.33
7.19721;1490.05;32.69;0.36
11.349;4048.12;35.1;0.1
21.0494;4837.28;42.95;-0.27
11.5541;4884.35;8.93;-0.26
8.30273;2312.5;44.6;0.29
4.83148;488.713;40.79;0.34
19.1278;4920.48;38.87;-0.01
19.5085;4881.43;37.57;0.13
5.31777;545.274;15.6;-0.08
24.1809;4987.08;12.36;0.11
13.1652;4543.71;36.57;-0.06
10.024;3634.24;16;-0.16
7.1756;1359.32;21.8;0.16
5.19455;664.789;40.46;-0.02
12.6802;4695.68;31.02;-0.06
4.67066;393.375;26.66;0.27
5.39459;534.771;5.44;0.03
16.8624;4985.79;6.53;0.15
16.5568;4984.84;16.23;0.05
13.4849;4742.81;41.11;-0.22
20.5164;4985.96;11.4;0.13
3.80732;189.283;15.28;-0.23
19.1275;4983.22;22.03;0.25
7.72578;1669.17;16.73;0.1
5.96209;911.088;22.86;-0.3
17.428;4971.66;27.92;0.14
16.8776;4873;31.14;0.05
18.6859;4929.44;37;-0.12
5.60837;669.965;28.6;0.49
41.5444;3152.86;36.73;-0.19
4.57214;453.529;31.85;-0.42
12.2413;4875.55;14.02;0.25
15.298;4891.08;25.07;0.45
14.5836;4951.65;27.07;-0.19
18.248;4939.46;34.95;-0.02
8.17213;2058.05;30.01;0.48
3.49952;135.03;7.07;-0.3
14.4375;4679.8;40.13;0.04
12.8958;4981.38;6.1;-0.15
22.1237;4984.66;21.45;0.16
10.9005;4350.84;44.75;-0.29
17.3764;4985.66;5.92;0.49
20.013;4984.92;17.28;0.22
18.725;4783.79;42.3;-0.13
11.5924;4456.97;39.34;-0.29
21.5133;4965.98;31.5;-0.39
8.90513;2704.93;35.75;0.11
23.9109;4803.78;41.55;-0.35
16.263;4867.1;35.6;0.09
20.3123;4986.72;9.5;-0.37
8.44196;2716.2;24.73;-0.48
9.7143;3121.77;43.62;0.36
20.9981;4849.19;42.51;-0.41
6.89707;1157.91;13.45;0.39
16.8687;4909.86;27.53;-0.03
12.83;4521.51;31.71;-0.21
20.0246;4964.57;25.92;-0.19
7.50682;1601.25;9.26;-0.22
6.66703;1144.03;14.04;-0.24
21.5651;4981.51;23.45;-0.08
13.6804;4970.15;13.73;-0.17
15.1928;4694.14;33.16;0.24
14.6367;4984.82;12.13;0.18
8.97853;3088.02;26.56;-0.39
13.1341;4938.65;15.78;0.13
24.2436;4985.92;17.17;-0.28
18.5541;4985.47;15.68;-0.34
19.2571;4986.19;14.79;-0.48
16.3428;4985.12;15.06;-0.13
15.8168;4934.07;28.34;0.07
18.2934;4986.07;12.77;-0.29
18.4059;4985.71;6.02;-0.42
24.7678;4869.98;37.01;-0.11
18.0782;4985;16.74;-0.37
14.2506;4982.95;16.5;-0.42
15.4545;4934.02;28.48;-0.28
6.07025;925.324;28.88;0.46
4.97954;534.878;33.67;-0.12
3.41489;128.766;27.86;0.44
17.5852;4985.9;5.45;-0.11
20.4803;4986.7;10.07;0.18
11.7381;4513.42;14.79;0.39
7.87797;2133.69;32.96;-0.29
14.6374;4822.32;37.09;0.26
14.4909;4778.66;42.34;-0.31
3.4607;154.882;17.44;-0.42
21.4297;4986.66;6.84;-0.23
6.7243;1319.02;16.67;-0.44
22.7331;4922.9;38.51;0.44
13.8863;4982.06;7.33;-0.01
13.6565;4920.34;15.94;0.26
18.9926;4935.33;28.91;0.15
18.9997;4984.71;13.31;-0.18
5.2337;745.359;44.68;0.18
22.7448;4871.72;35.54;-0.12
19.8392;4981.34;22.04;-0.27
24.2795;4871.57;38.62;0.07
21.769;4987.05;16.45;0.23
15.8335;4439.48;44.02;-0.27
23.68;4979.25;27.66;-0.1
23.587;4865.69;34.33;0.43
6.79788;1273.25;33.66;0.39
20.971;4959.1;33.29;0.02
24.5258;4984.8;16.58;-0.32
10.4625;3865.73;17.04;0.01
14.3014;4900.56;24.64;-0.18
7.88734;1886.99;30.2;0.4
7.38616;1575.93;20.31;-0.19
18.1805;4986.13;20.19;-0.06
13.8537;4654.31;38.16;0.11
3.05914;62.9233;13.54;0.34
24.531;4845.51;40.74;0.04
23.7794;4969.97;26.43;-0.05
20.4365;4974.51;32.15;-0.15
23.8196;4986.64;13.85;0.19
17.633;4985.37;8.3;0.03
9.73799;3394.23;32.71;0
6.99999;1388.95;40.28;0.42
3.30733;115.011;29.4;0.1
10.0813;3478.65;14.91;0.39
11.0042;4393.24;27.9;-0.37
3.73232;206.642;44.96;0.03
15.8347;4763.92;44.73;-0.26
7.4819;1670.07;27.25;-0.2
11.0997;4013;38.82;0.03
24.7582;4860.92;42.76;0.05
20.8108;4980.74;25.13;-0.1
8.79317;2561.71;22.03;-0.11
6.46893;1097.37;43.86;0.23
23.5315;4978.77;18.21;0.35
17.5143;4835.21;41.48;-0.01
19.4071;4985.56;13.33;0.12
24.2301;4980.99;20.8;0.38
17.9129;4938.12;32.47;0.12
8.44243;2167.11;24.15;0.22
19.8136;4965.93;28.65;0.17
15.5293;4984.63;16.6;0.39
8.02651;1805.39;10.23;0.47
22.3374;4984.25;17.96;0.48
7.96231;2343.92;30.3;-0.46
3.16367;87.3966;8.12;-0.32
17.0248;4985.62;7.18;0.17
10.8928;4000.81;44.26;-0.16
18.9086;4985.66;17.55;0.41
5.63245;691.723;23.02;0.45
5.18381;555.907;29.34;0.22
17.1929;4985.43;19.6;-0.47
10.3912;3801.75;9.2;0.2
3.35291;136.259;23.26;-0.43
17.7526;4911.43;39.12;-0.37
20.9362;4986.51;11.95;-0.05
11.4724;4457.45;28.31;-0.24
18.192;4986.27;8.03;0.02
18.3683;4955.86;30.56;0.38
4.0695;287.208;35.14;0.45
14.4581;4909.58;28.68;-0.27
3.10848;73.0867;9.2;-0.17
5.6417;652.635;22.09;0.03
13.3779;4959.05;16.46;0.23
4.77391;366.371;14.89;0.1
22.7592;4972.72;25.9;0.31
15.4502;4984.88;18.52;0.19
24.991;4986.67;14.34;0
13.8302;4969.2;17.73;0.22
21.9671;4971.85;29.36;-0.23
12.0143;4580.79;22.05;0.35
21.6674;4981.21;22.63;0.16
3.45179;134.801;28.86;0.48
17.1583;4985.22;19.88;0.06
23.3583;4985.58;19.27;0.1
19.7177;4785.39;42.5;0.26
23.0551;4981.68;21.94;0.45
4.01763;234.334;29.1;0.41
7.22242;1633.8;44.36;0.26
18.4982;4910.66;40.24;0.43
4.96414;419.704;11.64;0.07
16.5898;4985.21;9.32;-0.3
18.345;4882.1;43.36;-0.19
9.67457;3336.58;26.14;-0.1
24.8107;4987.1;7.54;0.2
5.67187;769.296;32.25;-0.1
21.6492;4986.09;14.44;0.16
13.1422;4664.39;35.35;-0.26
19.1499;4986.68;7.99;-0.2
13.1443;4949.01;12.94;0.1
19.377;4986.11;8.23;-0.02
22.4105;4919.64;40.24;-0.15
5.75835;772.752;30.36;-0.18
4.50212;313.333;17.12;-0.05
9.98402;3923.77;35.73;-0.5
7.58571;1723.77;31.13;-0.03
16.5617;4984.5;6.08;0.29
3.76148;190.156;12.4;-0.32
20.6211;4948.33;28.98;-0.31
23.9853;4964.1;31.52;-0.28
19.1843;4867.42;39.77;0.27
6.93955;1469.51;11.96;-0.48
7.14292;1598.25;37.75;-0.31
22.8344;4986.92;9.96;0.29
25.2983;4966.43;27.17;-0.05
3.6634;220.088;21.39;-0.49
14.0274;4942.37;31.85;-0.45
20.1308;4986.32;6.16;0.2
8.94636;2505.54;14.74;0.36
23.7928;4970.57;27.07;-0.49
17.5613;4979.65;21.88;0.4
17.7593;4970.92;26.95;0.23
4.03279;239.143;27.86;0.43
23.9863;4986.88;12.24;-0.31
17.7217;4986.77;17.51;0
8.69871;2647;14.34;-0.34
12.7612;4615.99;27.19;0.21
5.133;622.492;40.9;-0.06
18.1937;4861.85;35.98;0.26
5.75646;958.513;38.07;-0.49
22.981;4971.72;27.69;-0.24
19.0549;4985.5;14.21;0
9.25098;3199.3;24.47;-0.3
15.929;4876.36;38.06;-0.37
12.0946;4572.87;34.4;-0.31
5.66082;942.278;35.54;-0.48
5.52696;684.542;36.53;0.06
4.5185;379.527;14.41;-0.39
4.24394;348.554;41.6;0.06
18.8757;4969.74;31.07;-0.45
18.0233;4985.97;8.58;-0.18
22.846;4987.17;7.31;-0.03
11.7758;4541.18;18.6;0.15
16.3346;4982.46;24.1;-0.4
10.7414;4729.63;7.68;-0.31
4.25178;248.008;9.9;0.32
6.65382;1142.21;6.77;-0.28
4.26565;356.343;38.37;0.05
7.58197;1926.05;41.63;-0.14
22.1131;4986.92;12.28;0.33
8.57381;2605.44;39.57;-0.13
12.5629;4982.8;5.38;0.38
20.4886;4986.53;8.6;-0.3
24.7167;4951.07;30.18;-0.23
19.1965;4985.62;14.05;0.18
13.3146;4743.49;32.61;0.06
3.68026;198.893;34.53;0.4
22.7573;4986.51;16.41;0.4
11.8478;4433.54;44.88;-0.45
16.0896;4985.56;8.38;0.04
23.008;4984.76;20.36;0
18.2945;4926.55;28.82;0.12
11.6194;4224.35;34.38;0.27
17.8225;4970.37;35.05;-0.41
11.3647;4916.69;15.25;-0.43
7.8603;1892.53;23.23;-0.02
25.1089;4733.01;44.46;0.49
6.65656;1277.94;8.42;-0.47
14.7988;4900.57;31.13;0.13
13.8297;4983.68;8.36;-0.08
16.4549;4952.64;19.41;-0.03
3.79117;212.556;29.49;-0.24
19.9605;4814.02;38.55;-0.05
24.0283;4968.11;27.14;0.03
10.8963;4132.47;40.25;-0.16
25.5594;4841.95;41.84;-0.22
5.54881;715.681;6.05;-0.41
12.3184;4806.64;22.36;-0.29
9.38169;3241.65;33.37;-0.22
18.6289;4986.49;19.29;-0.19
15.3157;4983.19;14.45;-0.37
18.9402;4952.15;34.28;-0.49
22.2543;4844.37;32.27;0.39
8.30069;2474.98;28.6;-0.33
15.4423;4872;31.23;0.3
24.3942;4968.41;24.47;-0.49
10.0033;3509.46;27.58;0.1
17.9711;4914.93;36.03;0.02
8.40009;2535.43;42.28;0.13
9.01534;2697.01;21.27;0.48
6.42386;1151.09;39.11;-0.04
21.5084;4986.56;14.75;0.33
8.94359;2557.83;16.48;0.39
3.31614;130.298;33.47;-0.11
13.2763;4983.15;9.66;0.4
7.17724;1645.96;25.42;-0.4
14.7402;4701.45;36.16;0.47
15.8274;4982.81;15.08;-0.31
15.7334;4930.59;29.93;0.33
20.6479;4893.37;33.71;0.2
23.3198;4842.53;44.24;-0.13
16.0104;4985.54;11.07;-0.41
23.1633;4957.46;28.47;0.41
14.9264;4985.53;24.18;-0.36
9.36163;3451.56;10.89;-0.43
11.2232;4709.64;17.53;-0.43
19.3415;4899.15;38.1;-0.12
16.8373;4984.86;8.84;0.02
13.134;4434.95;33.79;0.28
14.2071;4984.94;11.41;0.4
9.59287;3591.52;33.76;-0.34
12.6317;4461.33;30.56;0.25
3.60496;196.188;18.69;-0.44
4.2518;305.966;19.71;-0.35
19.0936;4871.26;38.53;0.05
21.4977;4781.42;42.84;-0.32
19.6022;4986.74;5.96;-0.25
3.90609;240.549;38.02;0.24
4.88355;409.517;18.73;0.02
6.3943;916.891;5.63;0.01
18.7921;4986.23;9.07;-0.39
16.9982;4985.96;6.66;0.25
11.3655;4410.51;22.43;0.05
17.3034;4983.08;20.86;0.18
8.28652;2227.72;28.34;0.22
16.1008;4984.56;12.21;0.35
25.5713;4897.68;34.63;-0.31
5.13571;646.233;43.33;-0.16
11.5301;3927.89;39.7;0.29
14.9045;4938.16;18.35;-0.26
4.55056;353.348;16.45;-0.23
11.389;4414.51;22.42;-0.11
10.1696;4063.91;34.52;-0.41
14.1025;4980.54;14;0.2
8.12911;1887.76;13.34;0.41
12.8966;4980.09;8.37;0.27
22.3892;4938.77;37.2;-0.08
7.0441;1345.94;26.91;0.37
23.921;4901.45;36.49;-0.01
13.0492;4655.58;39.75;-0.39
15.6955;4819.37;39.36;-0.39
23.1301;4983.28;19.33;0.06
7.01828;1269.85;22.55;0.21
17.1345;4980.85;14.75;-0.23
15.8914;4892.89;41.56;-0.47
18.1629;4874.77;34.08;0.13
10.8253;4333.4;7.25;0.49
9.93105;3331.74;6.14;0.19
13.1704;4628.45;29.43;0.5
8.20331;2176.27;42.74;0.16
23.0888;4983.33;23.62;-0.17
23.8699;4910.87;33.58;0.27
12.4519;4818.32;15.43;0.14
5.00985;543.839;11.18;-0.46
12.6323;4982.6;12.33;-0.41
25.3214;4937.83;34.33;-0.05
10.2731;3720.52;27.81;0.13
23.5228;4969.85;26.39;-0.02
24.748;4962.25;30.07;-0.31
9.32928;3260.02;28.11;-0.31
19.3686;4969.82;26.73;0.37
17.4952;4985.97;13.44;-0.46
8.45953;2797.9;34.3;-0.47
7.28167;1681.54;40.82;0.24
10.5486;4338.23;27.96;-0.36
20.6075;4986.25;11.5;0.02
23.9038;4987.07;11.19;0.17
18.3333;4986.18;7.98;0.37
7.87694;1941.73;29.46;-0.12
5.14133;540.369;20.93;-0.2
19.6534;4945.13;31.83;0.31
25.2865;4902.41;33.43;0.21
20.4209;4986.88;8.73;-0.04
17.9007;4972.08;30.01;-0.33
18.9542;4821.3;39.35;-0.15
4.90866;555.028;37.32;-0.19
13.0711;4658.15;44.73;-0.06
6.6205;1145.87;15.71;-0.25
14.6257;4825.23;44.22;-0.2
