Average wind speed (m/s);Average tip deflection out-of-plane (m);Average tip deflection in-plane (m);Input turbulence intensity (%);Input alpha
11.5114;4.05837;-0.488708;27.69;-0.1
3.88409;1.29779;-0.109483;30.87;-0.13
3.50325;1.19408;-0.0984063;42.76;-0.24
5.08405;1.71308;-0.155165;11;0.12
8.23496;3.36473;-0.35246;15.19;0.08
10.9059;4.83958;-0.546515;11.74;0.05
10.9497;5.02584;-0.58652;5.66;-0.37
25.3617;0.411235;-0.109974;36.53;-0.1
23.7623;0.517875;-0.148384;11.06;0.36
3.43677;1.12124;-0.0880462;11.43;-0.12
17.8152;1.75272;-0.304718;36.08;-0.32
11.4735;4.35711;-0.52425;21.99;-0.3
20.2003;1.34943;-0.247081;16.71;-0.07
20.3181;1.06473;-0.234075;32.98;0.44
10.9769;4.794;-0.543869;17.84;0.18
5.77518;2.00909;-0.191295;11.49;0.26
19.8409;1.26633;-0.253276;33.82;-0.32
15.619;2.40642;-0.360063;35.91;-0.15
19.9719;1.37419;-0.250994;19.66;-0.03
19.6724;1.50201;-0.264565;12.41;0.08
23.5287;0.706751;-0.163573;8.45;0.18
20.5067;1.22328;-0.239363;31.94;0.08
10.9766;4.13882;-0.483815;29.73;0.45
8.42392;3.87526;-0.420846;32.27;-0.42
25.3442;0.264614;-0.111019;35.62;0.1
22.4868;0.861631;-0.187238;11.13;0.23
9.81686;4.40116;-0.478891;17.25;0.35
21.1931;1.12132;-0.215616;44.57;0.02
20.4374;1.33359;-0.242474;14.79;0.11
10.398;4.78002;-0.524863;16.25;0.16
5.40804;1.86439;-0.172797;17.97;0.16
12.2523;3.96475;-0.492993;23.15;-0.17
7.82757;3.20069;-0.333309;19.21;-0.03
9.37623;4.04128;-0.440439;21.04;0.45
14.0928;2.82927;-0.414139;25;-0.44
7.29548;2.77837;-0.284673;23.05;0.27
18.3478;1.51471;-0.269278;41.16;0.4
9.78508;4.39905;-0.474602;14.03;0.39
12.4193;3.49633;-0.452703;36.71;-0.37
17.7166;1.91418;-0.312607;32.3;-0.09
16.3006;2.3181;-0.353775;28.52;-0.26
12.4459;4.08363;-0.506214;18.72;0.32
24.1953;0.454268;-0.144474;44.58;0.05
17.3681;1.74076;-0.312902;16.9;-0.47
4.55484;1.50015;-0.132651;24.96;0.44
23.0755;0.610781;-0.173915;35.06;0.37
19.4382;1.49824;-0.266791;19.55;0.26
20.6274;1.26681;-0.236335;8.17;0.16
19.0926;1.49313;-0.269356;32.82;-0.1
14.7677;2.66028;-0.382818;42.05;-0.09
25.3258;0.275578;-0.116767;38.68;-0.22
18.7715;1.6458;-0.285842;11.38;-0.21
11.9546;4.32269;-0.520305;16.78;0.26
5.06338;1.73242;-0.161633;30.34;0.45
22.174;0.781335;-0.189213;25.46;0.33
11.8589;3.60072;-0.44261;38.59;-0.08
20.4119;1.34696;-0.243805;6.56;-0.04
17.8302;1.84524;-0.309308;35.87;0.03
17.9221;1.84609;-0.307461;7.09;0.28
5.67694;2.03232;-0.19325;22.26;0.06
11.6806;3.85998;-0.492182;18.49;-0.46
14.3989;2.85664;-0.402364;40.2;-0.28
9.69602;4.31753;-0.465122;20.71;0.27
15.1049;2.52368;-0.366114;38.36;0.27
22.2088;0.817924;-0.192589;25.79;-0.29
11.0268;5.0664;-0.567585;8.62;0.26
5.15107;1.83605;-0.170827;27.99;-0.18
19.1214;1.50194;-0.272544;17;0.32
6.91375;2.61723;-0.264287;17.52;-0.01
23.7033;0.50633;-0.145681;34.07;0.36
7.67039;3.04272;-0.314701;9.19;-0.03
22.5989;0.665923;-0.174069;20.49;0.37
18.285;1.62443;-0.281213;43.42;0.22
12.4646;3.09924;-0.395465;39.43;0.2
4.10186;1.32369;-0.111233;10.48;0.33
21.9114;0.780487;-0.192148;7.17;0.47
23.9102;0.470563;-0.14985;35.65;0.14
11.3958;4.7112;-0.55309;11.44;-0.17
21.4771;1.05173;-0.211055;16.89;0.19
10.7309;3.99174;-0.470583;42.97;-0.18
11.7592;4.0136;-0.484352;27.77;-0.08
14.7137;2.83179;-0.407837;10.4;0.38
9.37513;4.53239;-0.4899;11.63;-0.39
14.8158;2.85288;-0.407743;19;0.37
19.1926;1.4611;-0.269856;33.29;0.31
24.6223;0.232211;-0.137323;31.21;-0.48
19.8297;1.28519;-0.256345;40.82;-0.37
15.6821;2.48712;-0.36703;32.3;0.07
12.2648;3.48515;-0.444213;41.47;-0.13
9.1628;3.98488;-0.427075;19.07;0.23
5.41768;1.85444;-0.174055;16.66;0.4
6.82969;2.83173;-0.293856;35.87;-0.37
6.8011;2.73547;-0.281417;43.37;-0.1
20.5769;0.968527;-0.22625;35.38;-0.37
21.4361;0.961504;-0.208649;5.46;0.38
11.1362;3.91751;-0.48177;39.95;-0.42
8.31341;3.40317;-0.369762;38.59;-0.28
22.4093;0.841728;-0.189341;9.86;0.3
24.6989;0.367591;-0.131442;10.73;-0.39
5.47145;1.98491;-0.190126;41.69;-0.08
6.45981;2.45012;-0.246545;36.76;-0.17
21.5377;0.979642;-0.210573;7.29;-0.34
11.0578;4.4065;-0.513268;19.1;-0.17
5.95396;2.19141;-0.219105;43.14;0.37
22.9802;0.691881;-0.17536;28.84;0.23
23.867;0.422609;-0.149489;32.6;0.3
21.2978;1.14046;-0.220744;23.01;-0.02
3.86763;1.28068;-0.104639;17.96;-0.15
18.2144;1.75908;-0.297994;33.03;0.26
21.371;0.847993;-0.214694;24.74;-0.45
20.3762;1.34896;-0.245081;5.95;-0.1
21.3129;0.96713;-0.206288;44.09;-0.33
19.3411;1.48964;-0.265397;36.73;-0.11
6.79351;2.74916;-0.282661;27.62;-0.36
15.6363;2.44138;-0.37246;12.31;0.43
16.134;2.39659;-0.362459;12.26;0.23
24.9182;0.40932;-0.126714;16.04;0.22
20.5499;1.21559;-0.23782;25.91;-0.21
4.04985;1.38605;-0.117249;24.98;-0.23
22.2528;0.759516;-0.193067;15.68;-0.41
23.4646;0.592311;-0.163664;31.78;-0.24
18.4469;1.7262;-0.292054;42.91;0.12
5.46891;1.88198;-0.177556;18.46;0.45
5.4675;1.87479;-0.175971;14.66;0.37
24.1374;0.420206;-0.145722;14.51;-0.42
9.68799;4.19788;-0.467169;33.99;0.09
19.9601;1.30899;-0.246179;31.87;-0.16
23.0914;0.589923;-0.166947;42.62;0.31
11.1538;4.26945;-0.508194;26.55;-0.26
12.7966;3.60951;-0.461953;31.45;-0.16
14.5793;2.73588;-0.38583;40.08;-0.14
17.6585;1.85243;-0.310567;25.19;-0.26
15.0365;2.58351;-0.361828;42.13;0.02
7.09729;2.94262;-0.309889;41.38;-0.39
24.2949;0.358757;-0.1421;36.46;0.5
14.7764;2.9247;-0.41132;15.66;0.02
11.0036;4.20731;-0.492836;31.39;-0.03
19.0471;1.44741;-0.271295;16.01;-0.37
11.2014;5.05861;-0.572661;8.91;0.12
9.23389;3.795;-0.4164;27.15;0.26
7.02748;2.88583;-0.299228;36.96;-0.23
24.4515;0.374323;-0.131161;11.6;0.39
24.1737;0.616187;-0.147583;16.53;-0.06
14.3789;3.11674;-0.427351;17.66;-0.05
12.2735;4.17214;-0.507521;18.99;0.24
22.1071;0.813498;-0.195455;28.1;-0.3
10.5913;4.50125;-0.510601;20.59;0.45
7.1531;2.91123;-0.300993;21.5;-0.28
14.9033;2.70838;-0.382858;33.63;-0.04
23.4296;0.51352;-0.16566;16.26;-0.46
5.79812;2.27282;-0.227334;39.04;-0.36
22.6549;0.802593;-0.183378;20.17;0.25
3.86936;1.24831;-0.102148;12.89;0.2
8.04898;3.33461;-0.361253;42.96;-0.29
23.8827;0.462278;-0.153086;24.83;-0.37
16.4873;2.23973;-0.342264;42.11;-0.12
4.68496;1.61183;-0.147989;41.16;0.46
24.2051;0.47604;-0.153678;32.05;-0.42
18.8681;1.43151;-0.269209;37.88;0.46
14.1579;2.79142;-0.401141;40.6;-0.33
23.6472;0.731585;-0.161756;9.33;-0.08
5.21669;1.7957;-0.164093;13.45;0
19.3971;1.38989;-0.262137;41.09;0.42
8.3589;3.53494;-0.37297;17.04;-0.1
15.4699;2.66292;-0.386719;24.29;-0.15
17.9052;1.81788;-0.307027;9.31;-0.28
6.99931;2.67558;-0.27216;12.57;-0.1
18.5697;1.66569;-0.287988;30.15;0.16
10.8119;3.89623;-0.462184;44.82;-0.28
22.8998;0.590958;-0.16839;29.49;-0.38
4.51665;1.67666;-0.153684;36.89;-0.41
24.6763;0.37788;-0.141123;43.58;-0.37
20.2526;1.26728;-0.245309;13.55;-0.28
11.1008;3.68263;-0.453793;32.52;-0.43
5.03296;1.8428;-0.174431;35.01;-0.34
19.3095;1.44902;-0.269373;29.71;0.28
3.17725;1.06747;-0.0846207;37.46;-0.2
20.0233;1.2946;-0.247686;12.04;-0.29
11.5671;4.80456;-0.557586;10.7;0.19
5.11447;1.79147;-0.162826;8.34;-0.2
4.08023;1.37936;-0.116749;29.58;-0.12
10.8716;4.70202;-0.533277;16.62;0.23
14.4067;3.04058;-0.42393;7.27;0.21
22.1673;0.749961;-0.186206;8.17;0.45
22.6821;0.517475;-0.157215;40.91;0.43
7.90234;3.11844;-0.325383;20.41;0.21
25.1395;0.165915;-0.110011;34.44;0.5
24.2732;0.482732;-0.146155;32.18;-0.17
20.9062;1.16486;-0.227572;9.3;-0.25
21.8139;1.02075;-0.210258;20.75;0.14
19.134;1.51443;-0.265372;41.44;0.05
13.0092;3.72774;-0.483424;13.59;0.34
18.5674;1.44366;-0.27906;12.97;-0.46
21.601;0.832719;-0.197131;39.39;0.4
24.4212;0.318065;-0.142274;18.69;-0.48
14.8483;2.68515;-0.39462;22.75;-0.37
24.3197;0.377994;-0.134049;8.42;0.43
23.2435;0.667637;-0.165644;15.59;0.27
7.21905;2.86876;-0.296325;20.68;-0.2
12.5468;3.74414;-0.475551;20;-0.19
13.6725;3.4426;-0.458698;19.17;0.36
8.75873;3.7844;-0.403076;28.18;0.11
4.38639;1.601;-0.147604;36.91;-0.36
21.3817;0.939374;-0.205403;35.16;0.08
29.9485;4.81875;-0.431009;28.88;-0.48
14.8482;2.82914;-0.404867;6.45;-0.15
4.57314;1.57878;-0.140527;36.91;-0.02
10.7405;4.54773;-0.515778;21.32;0.19
13.033;3.28829;-0.453698;14.82;-0.45
6.01437;2.24736;-0.221101;31.34;-0.03
7.16868;3.14352;-0.334305;40.99;-0.48
3.37458;1.09697;-0.0866827;26.27;0.17
23.184;0.689758;-0.166713;44.08;0.32
15.6034;2.32314;-0.366515;19.78;-0.41
18.7876;1.649;-0.283629;30.35;0.05
21.6823;1.00281;-0.20992;35.93;0.05
18.1275;1.77397;-0.300662;13.83;-0.25
20.6098;0.970217;-0.223403;22.73;0.47
3.97987;1.33304;-0.113065;40.87;-0.17
24.8677;0.363018;-0.133112;20.37;-0.34
21.7389;1.01737;-0.206697;16.51;0.18
20.7371;1.08493;-0.229664;12.86;-0.38
4.01317;1.37184;-0.116312;20.74;-0.23
8.5057;3.91439;-0.421951;32.36;-0.38
19.5446;1.49994;-0.264857;7.7;0.16
4.57205;1.49493;-0.130008;17.46;0.39
20.5483;1.0367;-0.231555;27.83;-0.41
9.28144;4.01561;-0.45365;36.32;-0.37
11.0356;4.5893;-0.555755;9.38;-0.48
20.3445;1.28925;-0.243426;30.27;-0.1
13.3086;3.30797;-0.439046;34.78;-0.02
16.0101;2.34126;-0.35043;37.84;0.39
17.6111;1.83256;-0.30991;30.16;0.39
14.2907;2.89443;-0.39807;34.78;0.45
10.3818;4.48445;-0.503543;27.78;0.36
9.29519;3.81017;-0.418517;31.2;0.33
13.6223;3.37018;-0.449899;26.66;-0.03
13.6302;3.33252;-0.451707;12.04;0.41
4.38896;1.55948;-0.138764;23.93;-0.35
12.7467;3.85357;-0.491614;12.31;-0.13
9.63437;4.44921;-0.495131;17.18;-0.39
3.38705;1.116;-0.0878124;6.97;-0.19
14.4622;2.99488;-0.420441;9.07;0.28
10.7843;3.82122;-0.464586;40.82;-0.4
5.76571;2.00724;-0.191509;19.05;0.42
7.79939;3.07937;-0.32036;15.01;0.22
4.74214;1.58139;-0.139663;14.25;0.12
17.1169;2.09623;-0.333266;13.93;-0.14
6.58908;2.55846;-0.259623;42.35;0.01
8.01849;3.51672;-0.38344;29.32;-0.45
16.2587;2.51956;-0.364112;33.72;0.05
14.7476;2.83215;-0.407418;7.35;0.38
11.8842;4.14282;-0.498282;24.86;-0.12
14.2764;3.09145;-0.425125;23.8;-0.19
16.8925;1.98898;-0.331512;42.99;0.44
4.49157;1.5922;-0.142406;27.85;-0.3
9.16107;4.17529;-0.443675;9.58;-0.16
21.8909;0.873985;-0.196137;28.35;-0.24
7.74046;3.26314;-0.347093;35.72;-0.29
9.75933;4.56098;-0.489692;14.53;-0.09
21.0149;0.887074;-0.219706;12.38;-0.5
12.2851;3.56741;-0.444423;27.47;0.34
14.6398;2.81589;-0.404332;27.19;-0.34
23.6365;0.684916;-0.158048;5.91;0.17
15.7621;2.30688;-0.361751;26.81;-0.42
3.74534;1.2425;-0.107492;44.79;0.26
16.9045;1.81653;-0.318993;33.13;-0.42
4.97198;1.68014;-0.15293;26.37;0.28
17.9271;1.62612;-0.299389;32.3;-0.37
23.6061;0.61708;-0.161588;9.76;-0.33
12.0876;4.0412;-0.492312;25.78;-0.1
3.90238;1.28124;-0.104546;17.38;-0.05
15.7344;2.57783;-0.376564;23.61;0.27
11.9508;4.59224;-0.551266;10.5;0.34
15.7514;2.43694;-0.368989;39.54;0.45
10.4545;4.06522;-0.468952;27.36;0.49
4.52048;1.61492;-0.144512;14.3;-0.38
18.8781;1.49634;-0.27591;9.97;-0.36
16.7789;2.03961;-0.321198;41.4;-0.3
22.4665;0.906764;-0.190514;16.29;-0.06
8.59603;3.76875;-0.398878;6.35;-0.2
23.9001;0.463687;-0.153136;40.61;-0.39
21.4752;0.989349;-0.209019;23.57;0.24
13.3;3.32688;-0.443882;29.87;0.42
5.61053;1.97009;-0.189063;30.44;0.48
20.2502;1.25393;-0.247379;34.24;-0.31
21.2333;1.09854;-0.221994;24.24;-0.17
19.0365;1.45313;-0.273598;21.7;-0.36
5.53346;1.89476;-0.178015;11.25;0.32
24.4806;0.404425;-0.136066;43.49;0.12
22.4879;0.8963;-0.187231;10.95;0.14
12.8454;3.84736;-0.487793;19.49;0.18
14.4013;2.66506;-0.400441;29.24;-0.48
10.2725;3.68887;-0.432703;39.24;-0.04
21.5655;1.09645;-0.214526;9.63;0.11
8.39329;3.30153;-0.36047;42.44;0.22
8.75703;3.89135;-0.413471;18.06;-0.15
13.3313;3.37975;-0.451379;24.13;0.46
15.3956;2.4521;-0.362162;33.74;0.2
5.95627;2.11135;-0.203443;16.28;0.09
13.9621;2.99818;-0.425373;9.38;-0.33
11.1179;4.51774;-0.523126;19.27;0.38
19.8644;1.43238;-0.255673;15.99;-0.02
21.7313;1.01067;-0.211179;23.19;0.22
20.1706;1.28092;-0.24415;21.67;0.31
21.7454;1.02444;-0.210151;18.01;0.19
17.9641;1.56238;-0.295348;19.14;-0.47
9.8625;4.23898;-0.472052;31.25;-0.14
3.52053;1.18435;-0.0965182;27.74;-0.21
11.8158;3.33403;-0.415811;42.58;-0.29
4.66446;1.55607;-0.137269;19.46;0.06
14.8375;2.78905;-0.402354;21.39;-0.22
13.1959;3.61027;-0.471936;12.98;0.39
6.32743;2.24832;-0.219318;7.69;0.32
10.3457;3.86092;-0.446649;40.37;-0.02
20.3849;0.918482;-0.232617;43.97;-0.47
15.8397;2.39584;-0.367274;19.57;0.39
19.6141;1.19023;-0.253966;32.09;-0.38
19.9279;1.31405;-0.249673;10.18;0.33
20.021;1.38059;-0.252024;9.86;0.21
13.2642;3.61257;-0.469794;17.42;0.07
13.2697;3.32829;-0.451201;35.1;-0.33
23.154;0.672317;-0.17321;39.26;-0.23
22.6756;0.804433;-0.181081;16.31;0.19
20.2306;1.14422;-0.240449;38.39;-0.29
12.0308;3.85821;-0.501084;5.53;-0.43
4.31224;1.5428;-0.135587;18.29;-0.4
16.2651;2.28397;-0.353111;27.96;0.42
23.027;0.707397;-0.174443;30.47;-0.16
5.02408;1.72321;-0.156238;13.78;-0.06
14.55;2.70712;-0.394143;38.39;0.47
7.20846;2.92894;-0.302569;30.37;-0.09
8.0709;3.23944;-0.33973;21.03;0.19
13.1008;3.24648;-0.428584;43.16;-0.11
6.9842;2.60565;-0.26566;23.46;0.42
19.3308;1.57653;-0.273177;29.53;0.04
3.00041;0.956921;-0.0710808;9.05;0.04
23.5543;0.504478;-0.150629;36.55;0.42
12.2735;3.81062;-0.471284;28.26;0.23
8.76412;3.44398;-0.376984;30.21;0.44
22.0659;0.922461;-0.196289;25.46;0.1
13.6696;3.3682;-0.449301;22.82;-0.05
13.6943;3.08885;-0.428596;31.77;-0.29
22.4863;0.688125;-0.18986;41.52;-0.31
4.71462;1.58642;-0.141137;21.23;0.09
12.4703;4.19826;-0.52001;7.81;0.18
9.42331;4.02575;-0.442748;29.32;0.35
5.39089;1.88089;-0.177766;41.09;0.19
10.953;4.08904;-0.484344;30.69;-0.27
14.9559;2.85992;-0.405201;17.99;0.02
15.9094;2.36072;-0.363297;28.09;0.33
10.657;4.14075;-0.476441;26.82;0.16
20.3477;1.0665;-0.231026;41.93;0.26
24.5774;0.549408;-0.139528;15.05;0.03
6.93703;2.6632;-0.269996;14.03;-0.15
17.1628;2.077;-0.330041;17.35;-0.18
23.0662;0.762736;-0.173245;19.84;-0.06
19.3688;1.19565;-0.255204;39.53;-0.47
15.2628;2.51668;-0.376403;30.63;-0.31
23.0496;0.634724;-0.168038;13.02;0.39
10.7485;4.84231;-0.540888;12.04;-0.02
22.1876;0.952376;-0.198061;17.22;-0.11
22.3748;0.674743;-0.179945;39.27;-0.4
10.4301;4.8684;-0.533456;10.92;0.06
3.37463;1.11183;-0.0912802;41.09;0.28
15.116;2.44779;-0.379919;19.61;-0.42
20.9907;1.04213;-0.222933;16.59;-0.35
14.1589;3.05942;-0.42701;23.78;0.43
21.6526;0.90521;-0.206268;29.36;-0.27
19.4766;1.5139;-0.267341;8.72;-0.15
18.6728;1.69602;-0.289012;13.96;-0.13
18.51;1.6399;-0.279545;35.79;0.4
17.8978;1.6435;-0.295826;33.27;-0.39
4.9664;1.64959;-0.148434;14.03;0.35
5.10764;1.72024;-0.155835;15.57;0.14
22.6635;0.75076;-0.179931;41.76;0.5
10.1052;4.23758;-0.496045;28.58;-0.43
14.9314;2.51797;-0.382399;36.92;-0.47
3.50886;1.19399;-0.0985708;40.13;-0.28
8.08941;3.51843;-0.383632;41.78;-0.29
18.1618;1.67197;-0.293179;43.04;-0.27
19.3489;1.36109;-0.264187;27.39;-0.36
19.4375;1.41714;-0.259431;27.85;0.27
13.0078;3.34324;-0.4582;11.76;-0.42
19.2956;1.47518;-0.267722;12.08;0.3
23.1711;0.669286;-0.168416;21.55;0.3
18.8182;1.42869;-0.274369;21.53;-0.39
17.3411;1.77471;-0.314626;8.97;-0.45
8.58447;3.55474;-0.375315;16.27;0.23
14.0104;2.8125;-0.413913;11.77;-0.46
13.9651;2.87242;-0.395808;35.13;-0.02
15.5012;2.58969;-0.383278;26.61;0.29
8.08422;3.61793;-0.387373;25.11;-0.41
10.9987;3.7457;-0.444874;40.6;0.02
14.7698;2.75405;-0.391945;41.29;-0.24
19.1687;1.53893;-0.27261;12.71;-0.2
12.715;3.55173;-0.471149;19.84;-0.39
5.66538;2.00503;-0.193422;32.38;0.27
23.2909;0.592397;-0.171344;28.16;-0.37
21.3768;1.03728;-0.219729;26.72;-0.15
7.19785;2.7385;-0.281056;21.09;0.03
9.97492;4.46754;-0.490444;25.43;0
14.7463;2.68947;-0.398012;20.32;-0.34
14.7171;2.56176;-0.391804;8.27;-0.45
8.28543;3.59773;-0.379746;11.2;-0.25
23.3181;0.62945;-0.164272;25.12;0.17
20.1223;1.23197;-0.237256;41.18;0.13
11.6837;4.03787;-0.487935;26.47;0.38
20.0439;1.41951;-0.253813;8.73;-0.08
6.58439;2.39239;-0.239589;14.45;0.48
9.6566;4.74907;-0.519702;9.53;-0.4
18.2552;1.47876;-0.287034;27.74;-0.43
12.8572;3.64552;-0.467638;30.06;0.36
24.3428;0.354793;-0.141875;23.19;-0.41
18.6614;1.66325;-0.285133;35.09;0.19
14.8509;2.87729;-0.409125;10.78;0.24
17.2936;2.01731;-0.325314;8.15;-0.21
8.77672;3.79857;-0.424128;38.62;-0.39
14.6466;2.84015;-0.394837;38.29;-0.03
18.1283;1.86729;-0.305235;14.04;0.02
11.1615;4.93325;-0.561674;15.03;0.12
21.7891;0.904549;-0.19995;8.3;0.36
9.96896;4.27412;-0.480374;27.07;-0.26
9.77875;4.52141;-0.485459;12.13;0
6.08744;2.14958;-0.21117;20.34;0.42
7.09448;2.72167;-0.280869;35.71;0.03
20.8435;1.06551;-0.223265;17.25;-0.34
17.9304;1.74467;-0.302121;25.66;0.37
12.2371;3.83372;-0.480638;30.2;0.44
19.195;1.47454;-0.268851;34.3;-0.09
10.9837;4.70762;-0.538095;9.79;0.44
20.8954;0.95037;-0.207106;42.11;0.44
14.4267;3.05219;-0.423811;9.87;0.15
17.049;2.0869;-0.325724;38.51;-0.08
5.28003;1.83326;-0.168795;19.97;-0.01
24.8283;0.476403;-0.132058;11.92;-0.24
20.6835;1.00203;-0.226715;27.92;-0.39
8.08369;3.57938;-0.381791;29.81;-0.31
3.05407;0.9918;-0.0756852;36.92;0.05
6.58637;2.59252;-0.265013;28.55;-0.39
14.0175;2.52211;-0.370231;42.65;-0.42
25.0286;0.239901;-0.129247;36.37;0.43
20.5791;1.22356;-0.237219;26.3;-0.13
7.34986;2.87128;-0.296132;27.41;0.11
21.988;0.829588;-0.196618;33.58;0.2
22.5619;0.903632;-0.192572;19.56;-0.06
11.8188;4.10316;-0.496307;22.37;0.34
5.39699;2.0672;-0.199298;17.09;-0.49
17.6001;1.95654;-0.318586;8.76;0.24
22.4785;0.842606;-0.192979;17.14;-0.29
13.9985;3.07277;-0.429387;10.71;-0.26
12.4831;4.06932;-0.508092;12.6;-0.03
3.55369;1.13081;-0.0923754;33.95;0.44
15.2368;2.76344;-0.393192;28.45;0.21
10.2599;4.56365;-0.50769;23.69;0.38
24.2814;0.438279;-0.146532;33.73;0.1
12.6738;3.80577;-0.478829;22.7;0.03
22.0255;0.927926;-0.201708;40.47;0.14
10.5545;4.50644;-0.526162;21.25;-0.41
22.2784;0.883196;-0.194939;27.09;0.25
19.2501;1.5854;-0.273061;12.48;-0.05
11.2325;3.61781;-0.442004;39.95;-0.15
18.6652;1.65463;-0.286987;19.95;-0.09
9.78059;3.70973;-0.42679;43.36;0.2
18.4012;1.74114;-0.293963;36.42;-0.02
15.0536;2.69041;-0.390149;38.15;-0.2
19.5912;1.48276;-0.265695;12.13;-0.18
22.2254;0.71645;-0.193417;28.15;-0.41
4.06031;1.37553;-0.116692;37.67;-0.12
12.5966;4.06154;-0.508869;6.69;0.11
10.4032;4.74243;-0.526455;15.99;-0.07
17.8032;1.93955;-0.313738;12.44;0.11
14.3872;3.05702;-0.423575;11.05;-0.01
3.74071;1.24163;-0.10174;22.42;-0.03
20.7257;1.14067;-0.228558;5.91;0.34
22.8695;0.54928;-0.167543;36.98;0.36
6.86493;2.83474;-0.296329;42.77;-0.4
25.2673;0.361926;-0.124331;34.69;-0.09
17.1526;2.01046;-0.321779;43.32;0.24
24.8479;0.532275;-0.134937;13.9;0.04
10.5497;4.12877;-0.473889;27.18;-0.01
9.88562;4.73848;-0.531874;15.66;-0.45
18.3505;1.76988;-0.287879;43.33;-0.31
15.5711;2.43247;-0.368669;44.57;0.35
22.154;1.00186;-0.200256;11.2;-0.04
23.0464;0.651678;-0.176372;40.99;-0.3
20.2419;1.2091;-0.242448;42.11;0.36
15.0504;2.65713;-0.391782;5.53;-0.27
9.81236;3.69279;-0.420769;35.78;0.22
4.52507;1.50215;-0.130179;23.11;0.13
17.9146;1.66857;-0.299029;21.91;-0.39
24.0898;0.503251;-0.145511;18.15;-0.33
10.8142;4.28005;-0.49518;26.86;-0.08
15.4025;2.27686;-0.360938;25.07;-0.47
16.6106;2.0897;-0.338601;17.05;-0.34
15.8898;2.26847;-0.336925;40.57;0.27
5.16919;1.74809;-0.160872;20.91;0.37
23.3824;0.484346;-0.166094;38.9;-0.36
3.78313;1.25049;-0.105112;36.58;0.27
21.4142;0.761213;-0.205577;36.32;-0.46
6.70483;2.51703;-0.254306;33.46;0.02
3.70172;1.21876;-0.103067;42.45;0.49
11.255;4.58509;-0.546258;16.7;-0.32
7.18465;2.81033;-0.288175;23.5;0.15
20.0524;1.24592;-0.243898;43.54;-0.27
6.19681;2.40658;-0.241421;44.11;0.09
15.6237;2.52695;-0.377074;5.12;-0.19
16.6059;1.98259;-0.335016;26.25;-0.45
9.07218;4.02773;-0.436014;35.11;-0.16
4.22125;1.52502;-0.135339;34.46;-0.39
10.7736;5.02364;-0.557987;9.98;0
15.8005;2.2712;-0.347998;44.18;0.35
14.8348;2.71342;-0.393157;30.71;-0.36
13.3555;3.2;-0.445221;13.44;-0.4
12.5962;3.33284;-0.451108;36.28;-0.48
7.30869;3.14351;-0.332399;33.55;-0.47
10.3947;3.51487;-0.416236;43.86;0.35
5.20878;1.87914;-0.17363;12.04;-0.29
24.9133;0.42189;-0.12632;22.26;0.17
5.30908;1.9828;-0.190578;24.54;-0.45
22.5262;0.79886;-0.190428;29.47;0.17
13.2471;3.17222;-0.445691;11.6;-0.45
22.6324;0.754535;-0.174588;34.28;-0.05
4.98672;1.81723;-0.168837;11.51;-0.4
23.4293;0.558461;-0.158038;39.12;0.15
24.4677;0.471556;-0.136012;11.19;0.27
17.4243;2.01111;-0.323557;22.61;0.23
16.3798;2.22257;-0.350487;12.93;0.4
24.3544;0.308211;-0.12598;8.44;0.47
20.6843;1.01472;-0.2213;27.53;0.42
24.9038;0.37119;-0.128845;29;0.2
23.1958;0.685981;-0.173337;15.44;-0.33
16.8893;2.08573;-0.335181;20.51;-0.24
15.1098;2.71499;-0.39566;6.32;0.32
11.3583;4.29947;-0.506989;20.57;0.27
5.55856;1.93639;-0.182526;28.95;0.21
15.1869;2.65169;-0.390948;13;0.4
22.9914;0.700586;-0.167025;35.62;0.23
12.6541;3.61347;-0.458491;27.06;-0.13
18.2486;1.60396;-0.288697;43.15;-0.45
15.0722;2.63316;-0.37827;41.94;0.43
6.93888;2.71557;-0.278958;40.02;-0.01
13.064;3.09206;-0.421295;37.74;-0.42
23.81;0.595495;-0.152467;27.69;-0.03
19.6301;1.36801;-0.260503;37.44;-0.29
21.0748;1.12957;-0.221639;13.89;0.21
24.2892;0.444742;-0.144078;43.39;-0.23
6.38216;2.33809;-0.233605;31.89;0.34
18.2138;1.77737;-0.299874;23.55;0.26
7.83184;3.31685;-0.350544;6.6;-0.34
17.4783;1.9742;-0.320304;17.55;0.23
13.0332;2.98685;-0.405128;44.27;0.45
18.6897;1.6992;-0.292818;31.52;0.07
5.74869;2.01556;-0.192196;28.3;0.25
9.99544;4.85586;-0.525184;6.22;-0.22
12.1712;3.51325;-0.443252;32.61;0.32
19.8244;1.42057;-0.257813;5.15;-0.21
4.04039;1.36648;-0.120827;44.39;0.36
9.06467;3.96998;-0.430308;26.39;-0.06
24.6656;0.336015;-0.127616;29.62;0.46
22.2339;0.747592;-0.18384;22.24;0.36
12.8522;3.87441;-0.491957;17.02;-0.12
17.7891;1.64694;-0.300867;43.86;-0.48
7.10235;3.09226;-0.326626;43.17;-0.45
15.738;2.50996;-0.374623;21.89;0.3
21.3904;1.1365;-0.220693;11.25;-0.12
24.327;0.381946;-0.138809;30.26;0.43
21.9627;0.796467;-0.199755;38.42;0.26
22.8371;0.794053;-0.18381;38.95;0.11
24.0329;0.591151;-0.153229;30.53;-0.13
